ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.2183,249.0802,18473.0499,6.2846,345.1208,410.8989,10.9445,92.1949,4.5368,0
8.8009,212.7741,23528.1531,9.7749,372.2892,625.2754,15.3272,,3.0,0
10.3406,251.862,25376.2835,11.3483,330.0822,480.0358,17.1547,68.0156,3.6727,0
7.9822,170.3268,34047.6819,8.9075,336.8594,417.7913,18.0157,81.967,4.6833,0
5.5765,166.0872,400.0,9.6443,349.6324,514.0651,18.9904,64.636,3.7778,0
,213.7953,21597.9287,3.7676,,417.7355,9.7291,65.3263,3.6708,1
,224.6062,14222.4162,10.1374,411.7451,429.2484,13.5368,68.1675,4.0833,0
8.1974,151.8982,11432.991,4.9792,,384.6808,14.1174,57.6809,4.271,1
5.9068,191.5678,15855.4388,7.9934,323.9697,299.8799,8.1232,54.8193,3.4073,1
6.6935,259.6012,29062.7956,5.671,352.2295,477.0418,12.8598,51.6966,3.9705,1
7.4022,220.049,17723.5841,6.3705,405.8577,430.415,10.9671,54.891,3.1729,1
8.0969,188.3829,30082.4467,3.2922,295.2133,410.6425,15.6334,51.3873,4.0676,1
4.6383,268.0953,35260.1847,4.0857,393.4098,513.3335,8.3361,86.6807,4.4379,0
7.8325,235.1026,29191.9185,3.9119,311.6828,356.853,10.297,68.5004,4.3107,1
8.1354,148.8361,19600.1101,7.809,412.9869,453.2076,14.6705,83.3601,4.4643,0
6.9896,205.2605,21076.5026,8.709,331.3554,345.1039,11.9185,62.0373,3.9699,0
7.5242,200.1407,28779.8167,5.69,,481.5246,9.2856,50.0817,2.9465,1
6.7287,124.688,15491.1928,8.0,321.9726,539.7415,8.0212,48.9616,4.1656,1
8.5701,171.1806,21833.0624,6.1636,334.5318,376.3156,11.8127,73.4617,3.6721,1
6.0769,177.5798,19901.3614,7.2522,,564.1612,19.6154,87.0306,4.6789,0
8.1473,165.5205,21296.0861,9.373,284.4558,418.559,13.131,80.1553,5.1492,0
5.557,151.4625,13982.4778,5.8227,349.3824,572.4622,15.2947,63.7473,3.8518,1
6.6823,193.7429,8548.8844,8.9901,,277.1745,15.2709,84.7512,4.3943,0
7.9379,196.1909,24716.3356,6.4471,392.9559,404.3143,12.8595,64.2489,4.9148,1
3.7168,224.8316,30653.8838,6.0209,345.79,374.0923,21.7109,57.6269,5.7343,0
,250.982,22296.6345,7.3166,378.7993,456.1973,15.3254,80.1029,3.4595,0
9.6778,177.2231,35774.9086,9.4849,296.7561,462.7632,18.1858,77.6738,5.4263,0
,158.7352,10397.6581,9.6595,310.7883,540.4607,18.257,80.4686,4.5442,0
6.522,139.8132,22343.6974,4.2127,378.5046,258.2252,18.4815,73.2007,3.089,1
6.0624,166.0946,41750.078,9.8161,349.8672,559.4496,18.8276,77.8404,5.6095,0
7.9282,150.7789,28062.4305,7.0481,,216.4467,14.9125,63.8767,3.905,1
7.9713,221.9552,21811.1825,6.5398,385.6932,445.7521,11.5493,48.6928,2.7731,1
,193.3942,20410.5064,5.6003,,384.715,17.0837,50.3862,3.1044,1
5.6458,180.9606,32138.406,7.2269,,374.2563,17.5221,80.8076,4.3727,0
,205.9602,17556.3463,6.4132,312.1963,510.8958,12.7887,45.4543,3.5202,1
5.1511,165.0712,23581.4909,8.3087,348.734,430.8145,17.0512,65.5671,4.3482,0
7.3153,139.9111,29605.1004,9.4179,393.9178,345.0004,19.1653,110.5159,4.8089,0
8.5169,166.6272,8464.6754,5.635,309.0328,538.8693,12.0574,40.1569,4.5435,1
9.964,184.9033,30075.5319,9.8044,290.3382,427.7433,13.414,60.051,5.0623,0
5.4159,179.9009,32509.1896,5.8413,394.9142,418.254,21.7278,41.1031,4.2968,0
,166.7616,14772.3067,6.8578,288.0086,359.5439,16.1058,70.9172,2.8203,1
6.3903,152.222,25588.6655,9.8646,402.8582,598.2015,14.5591,114.3022,3.0257,0
3.12,212.7236,5781.0041,7.0835,379.9494,459.157,15.1677,124.0,3.8452,0
7.0534,198.952,24106.2028,7.2808,,487.9512,8.537,89.1076,2.627,0
6.6127,199.3333,13352.4738,4.4158,,481.1586,9.343,36.2149,4.1187,1
7.3813,198.7269,25223.4464,6.5941,314.2171,375.0704,13.6356,62.7974,3.9846,1
4.4961,208.5043,30252.3444,9.9515,348.8282,203.3414,7.3365,87.6753,4.4948,0
,153.3131,25969.2843,5.1993,333.8922,447.292,8.6275,59.7052,3.0157,1
7.3703,232.2689,9353.0882,5.11,371.1109,386.3098,20.876,87.027,4.1398,0
8.9863,188.4243,28741.7821,5.3219,345.7402,495.4717,20.2092,47.971,4.6333,0
8.13,140.0832,25235.406,6.9469,362.2909,284.5831,15.3953,88.8333,4.6466,0
5.2162,187.1684,46130.8223,7.1755,,524.2373,18.814,97.9762,4.8941,0
5.2822,228.3697,35057.0164,7.9978,,305.6257,17.45,70.3647,4.2,0
7.8883,181.9406,8600.4204,6.2568,268.9247,493.1298,13.7877,57.7031,4.2909,1
,168.2803,16689.0571,7.0179,,277.7555,12.5654,58.1978,3.101,1
,242.2594,31147.1421,5.9422,356.3429,512.9086,12.7602,79.8507,3.856,0
5.8045,203.8384,21203.169,9.2568,358.7564,336.0535,11.6724,74.251,4.1062,0
7.1176,186.1704,11977.1785,6.1357,301.6911,520.342,9.3664,42.489,3.3314,1
5.7882,178.7797,29488.8842,9.3227,,483.6902,17.7208,,4.1027,0
7.9303,197.5718,24743.6214,5.2315,356.645,448.3863,22.3103,78.9125,4.1498,0
10.5,189.331,11450.9212,6.2089,345.3026,358.0855,8.6317,76.7182,2.9742,1
5.7654,228.0295,30607.7018,5.9467,324.03,447.4772,13.6193,65.1973,3.4392,1
8.8544,214.6138,35153.2835,8.6533,275.1563,379.3082,14.0287,69.6385,5.3147,0
,167.7026,40695.4118,7.3127,,419.9988,16.1263,90.3485,3.919,0
7.7364,228.1568,27995.9174,5.4097,331.685,448.4773,13.587,61.5349,2.7227,1
7.0161,194.4414,18049.3178,7.3897,315.209,546.2553,14.7339,81.3037,5.777,0
8.6619,226.2067,20858.5926,6.1127,,497.833,15.3099,105.4033,4.9832,0
9.5205,237.2356,23910.0404,5.4616,328.7907,437.468,16.0777,58.0825,4.3204,0
,226.1526,30120.3154,8.3934,332.8926,399.5751,9.1455,86.4172,4.2113,0
7.3517,137.5709,24449.4726,5.7118,290.4531,566.6327,13.6983,47.4518,3.943,1
5.304,225.9164,21200.9776,9.4902,302.074,502.6006,12.9268,53.562,4.7772,0
,172.0341,27286.4046,6.8316,,312.6828,12.8371,50.3542,5.474,0
,213.9353,21304.5233,8.779,,369.5728,11.2645,46.6169,4.0308,1
7.4998,233.5278,27464.8672,5.5495,,592.3314,11.3518,49.3924,3.1597,1
6.737,225.9128,13676.9523,7.426,361.9215,563.3774,18.2035,77.8151,5.2616,0
6.0862,188.544,19312.4196,6.3732,,484.53,19.0658,71.966,3.0781,0
7.7461,173.2365,29157.6433,7.9552,393.0158,608.5663,15.135,100.9832,3.7818,0
7.3715,215.1899,24898.1674,5.6971,353.0753,424.3904,8.8244,81.3391,4.4923,1
,187.3198,25663.2448,5.0,,443.1178,20.249,59.1339,4.5874,0
,310.4405,8801.8985,6.4008,339.6716,422.1889,10.6122,46.3801,4.6084,0
3.3442,234.8117,26509.0658,7.6394,392.8824,504.7897,20.0159,98.364,4.1609,0
6.7669,144.8127,31137.4846,7.3809,,363.9358,17.0861,60.4404,3.7955,0
6.5766,239.1508,12936.3554,6.476,279.5976,376.954,11.6516,68.5962,3.7202,1
6.5254,220.1776,22422.0176,8.8148,,478.8157,20.8748,50.0,4.0106,0
6.2431,206.421,24235.2204,11.6126,349.7771,416.0904,22.1468,100.6048,4.3887,0
6.4742,114.9262,31128.1711,9.2054,,523.9788,15.4682,50.0605,5.2618,0
8.7019,158.7921,19084.3253,8.9867,323.4817,517.4731,16.5802,50.0,4.7435,0
5.1485,102.8686,23520.5309,8.8963,,347.7931,11.9607,57.5156,5.3437,0
,216.762,17719.1492,7.218,283.1677,384.6683,18.2123,54.5079,3.95,1
6.7504,202.681,30054.8322,8.5777,402.683,397.7679,24.3579,77.5429,3.0,0
,218.7337,22245.7404,4.532,294.0643,296.8043,15.2691,57.8197,2.6006,1
6.0428,210.966,417.594,13.0,,460.5294,16.5465,95.8688,3.4384,0
9.0941,225.9124,21285.3364,8.1678,283.1487,524.0699,13.2838,80.3691,5.0397,0
11.5,193.1533,32202.5522,7.5897,,469.1182,12.5371,85.9531,5.5458,0
7.212,182.039,23182.009,8.0469,363.8037,355.7037,15.5062,110.9589,3.2798,0
7.5438,215.4065,13700.2079,6.9142,329.6166,492.5368,11.3072,43.15,3.1498,1
,213.1988,22227.3154,8.5928,291.5479,420.2879,10.0,113.3041,4.3994,0
6.0369,188.4212,19925.9849,7.0107,349.3022,460.0455,17.4973,59.4825,3.6291,0
8.6565,209.6637,22293.7757,8.8624,356.5174,494.1287,16.4579,60.8605,4.9098,0
6.6293,196.811,26450.352,5.8398,329.8328,353.1052,15.2581,63.8568,2.4256,1
7.0652,182.6709,25999.489,5.4823,419.971,515.7499,13.1009,69.1389,4.8293,0
,233.0526,21063.8972,4.1611,,365.3976,12.8165,74.7395,3.5207,1
7.9948,185.8557,23720.6162,5.3958,,421.0129,11.4346,86.9433,4.2514,0
9.4619,142.1573,24635.517,7.2062,,484.666,8.2637,71.4758,3.3695,1
6.6658,207.7433,32834.6883,6.4956,,350.2254,13.5007,64.7688,3.812,1
6.2555,172.134,22994.5913,4.7258,339.923,448.7987,13.8067,45.2242,4.6828,1
5.9108,203.0301,23803.8144,6.0825,301.0388,446.5586,12.2613,85.1833,4.8297,0
7.5775,292.0198,28678.2612,5.8241,364.182,468.7611,16.3753,72.2718,4.581,0
,166.1333,25908.4157,5.3623,323.0065,361.0018,11.5245,47.3366,3.5835,1
6.1862,157.2351,19070.489,8.0,269.9219,365.0637,12.3588,47.4184,3.5141,1
,205.1872,27108.4194,8.1827,346.3622,492.2916,14.6112,69.9418,3.6795,1
3.7306,200.2542,37281.7083,6.9825,334.0029,468.2244,14.559,83.2527,4.5016,0
8.5271,197.7393,32034.7787,5.8019,327.5841,306.7494,10.5718,,3.7696,1
8.7634,151.7311,40444.7036,7.4234,,467.3465,20.6432,42.1237,3.2221,0
7.7503,217.7715,26205.5548,7.1661,,352.2726,13.8699,50.0,4.8904,0
5.9384,164.3051,19882.0271,6.9006,306.8496,366.9808,13.0666,45.1366,2.801,1
8.9277,214.6047,24558.2399,6.2415,326.9886,448.7731,11.1731,67.7075,2.8704,1
5.8834,243.8919,18901.1865,7.658,356.1046,408.0533,15.8346,71.8191,4.6875,0
7.5015,187.8849,26818.9529,7.8357,402.4928,419.0076,10.733,74.4287,3.6654,0
9.6607,237.6588,25690.8016,6.2301,,336.3348,7.8607,53.9329,3.5639,1
7.6589,193.1117,15703.2402,10.355,332.7801,529.2735,12.0414,78.8443,5.7888,0
9.4854,230.7104,17041.9929,6.7182,243.8807,411.4552,19.5045,,4.9397,0
6.5448,228.2805,17664.6726,10.7065,,336.5338,10.7179,,5.2371,0
6.7394,199.1211,32587.1023,9.3482,296.0477,386.9565,14.5562,54.7546,4.052,0
,193.9268,19782.3231,9.2449,331.6577,353.5264,12.1239,56.3028,4.2604,0
7.7111,217.3808,23022.0161,9.2392,403.5152,355.7759,9.5909,75.0921,4.3997,0
7.9665,229.392,12667.7682,9.0449,369.7925,363.4863,16.5013,59.299,5.3196,0
,215.0425,7248.0058,6.0457,389.66,455.8143,9.6124,51.8287,5.0239,1
6.0452,241.1736,35815.0477,9.529,,413.9812,23.4484,77.1649,3.0,0
8.1084,212.1214,26557.8669,6.6484,319.9767,557.3995,19.2921,62.5136,4.9765,0
5.7988,213.9581,24019.898,8.3497,355.1388,449.1854,20.2708,86.2277,5.3891,0
6.7512,192.7038,34212.588,7.1782,403.8373,196.3928,15.4462,80.6359,5.7344,0
5.7632,230.6057,9363.9176,10.0119,351.8368,669.6551,20.2583,76.7741,5.2002,0
5.9411,173.8618,18707.0893,8.5782,357.6824,460.4514,14.1312,93.3068,4.6025,0
5.3287,173.3738,19275.1723,7.6189,338.5413,477.3588,16.6971,78.0783,5.1056,0
3.4592,179.6072,32283.5341,7.1082,310.2889,388.9401,9.5393,49.7627,4.1767,1
5.9568,195.2586,7183.6558,5.4585,,456.6443,10.7495,34.4954,3.0867,1
5.5396,178.7372,25972.7373,9.0062,,401.4339,14.9197,98.2591,3.0366,0
9.055,152.5546,35172.1678,8.9807,387.0479,299.9256,19.4985,91.8065,4.6813,0
6.8061,169.1292,33420.1902,7.6158,313.1681,374.3535,7.8351,58.1602,2.9651,1
10.4865,183.8467,23229.9643,10.4113,334.7993,355.5952,15.937,55.4279,2.3381,0
2.0342,165.8812,16861.5644,8.5519,,412.8746,18.2485,67.3081,5.7929,0
6.255,197.5009,16249.9619,8.0733,,441.291,22.1072,107.0044,5.0717,0
6.1139,188.7434,23982.608,7.7493,375.3581,385.4033,17.5328,58.7978,4.6385,0
7.3455,176.4415,14801.7963,8.0,,380.3524,11.3067,61.3734,2.9943,1
6.5834,173.5512,18965.1519,7.5479,,561.192,15.0255,68.8996,3.131,0
6.6811,145.6167,9979.0985,4.6146,327.858,406.8184,14.5579,54.5727,1.9133,1
8.6832,195.9827,19148.4252,8.1138,306.1221,288.7289,14.3599,64.5415,4.9822,1
8.2789,199.8073,1456.0429,8.549,244.879,618.9814,21.7982,66.774,4.0185,0
7.8459,206.3266,29521.8304,8.8374,289.2423,430.7636,16.7574,68.4509,3.6091,1
5.0565,196.7459,32217.1096,5.5419,340.4645,387.1216,14.8461,91.4476,6.3261,0
6.943,215.752,21185.7225,4.8666,423.1235,481.1395,12.0781,,4.9101,0
6.5809,192.9301,25730.0862,6.6175,,418.8228,12.314,30.7275,2.3287,1
7.4338,195.8353,21512.7869,4.412,,320.0376,12.8103,115.2359,4.1,0
9.4322,177.292,3999.0227,6.3134,328.9144,384.9891,11.3762,69.9438,4.4067,1
6.4844,250.684,26216.0678,6.0823,345.9951,332.636,18.635,88.9243,4.3556,0
5.0929,300.8516,28650.4217,9.8864,394.9121,525.4058,14.7616,54.922,4.3009,0
5.4956,188.6733,27350.3339,5.3591,,339.3276,9.0269,69.4154,4.8412,0
6.2374,193.0745,14015.3253,3.3205,349.9611,383.0089,14.6546,69.7114,3.6971,1
8.221,178.8443,400.0,6.2368,386.3901,353.7396,13.3647,38.7655,1.9872,1
7.4508,171.7794,26678.8274,6.6697,367.1626,339.642,10.2093,53.959,3.2829,1
9.1692,201.1018,27876.3076,5.0322,,370.9219,15.2294,67.0431,3.8609,1
7.8955,227.7067,42269.2318,4.4534,369.7522,480.6076,15.8128,80.9541,4.8591,0
8.2462,190.2087,18030.566,7.9091,,372.1147,18.4765,75.2908,5.8765,0
2.2361,183.1243,20938.9687,9.7874,320.4701,496.7588,16.9893,83.3383,4.224,0
8.2902,190.5284,16519.9564,7.3467,,365.74,12.9148,58.3957,3.1585,1
6.0879,160.3179,20040.9511,10.7249,377.104,330.9436,13.2418,53.8734,5.248,0
5.8871,211.9414,28859.9091,3.8467,328.6332,340.6668,11.095,33.3654,3.4873,1
8.8975,124.2853,36631.4236,7.8353,,466.2231,16.4879,104.4544,3.4114,0
,271.698,48969.0372,6.3195,270.7228,456.6553,11.8749,57.2217,3.2965,0
7.7238,147.2382,10437.1301,9.0708,295.4443,395.8437,18.3321,98.1195,3.1392,0
,191.4792,12781.6362,6.8317,286.8081,417.1484,15.4173,40.9123,4.1786,1
3.4915,179.5622,20257.4257,6.6888,374.2489,456.5715,16.1811,79.0264,4.6955,0
6.2013,203.9552,25033.0686,6.5176,396.3498,438.157,16.9992,70.9607,4.0318,0
,218.5005,13187.781,5.3336,337.8206,412.2165,10.1507,58.2716,3.1654,1
10.1654,184.1383,23216.2371,5.9722,359.4293,372.519,11.3268,46.5206,2.8031,1
5.2308,199.9732,41661.5239,6.998,403.2008,586.9056,16.3668,92.4048,4.9066,0
9.5227,223.8334,11069.3408,8.3811,326.7977,458.1797,11.7168,73.6236,4.7551,1
6.3098,208.9438,19965.5287,6.3578,292.5566,433.6048,13.3497,90.9333,5.7541,0
4.9139,229.7151,22921.3764,7.2376,,455.3566,18.2015,50.0,3.7287,0
,166.273,19181.2321,5.4742,333.4312,474.2229,15.3385,68.2957,3.7665,1
7.2023,149.5127,20798.1231,4.8327,210.8336,430.8736,12.8332,63.4059,2.894,1
8.6221,224.9391,15913.2169,7.8088,322.9163,492.0628,21.3705,88.3203,3.2619,0
,246.54,18802.4018,5.1684,405.4027,449.5841,14.6866,61.614,5.4612,0
,225.4567,24059.2222,4.728,396.0828,319.8144,10.6523,51.8082,3.3642,1
4.6364,183.0648,16134.5689,8.9987,349.4944,575.247,12.8367,74.2481,4.8878,0
9.1289,199.1679,23196.1676,7.4463,418.9152,518.6727,16.1811,79.8775,3.7408,0
5.5347,169.7155,44116.5243,9.7036,,396.1011,18.2362,63.8084,3.5617,0
7.3686,203.758,32758.9816,7.7345,346.3697,413.5032,14.7516,63.9712,5.3561,0
9.3649,172.3266,19083.5764,8.3794,373.6396,422.339,16.9349,69.3641,2.3655,1
8.6922,220.8837,6262.6659,5.2462,322.6049,511.4769,13.4299,41.7587,2.5365,1
8.5162,233.4192,26461.0112,6.6431,316.658,400.0373,18.7866,58.8137,4.1628,1
,214.5909,20903.3866,8.0917,359.9336,528.7556,14.0883,79.2391,3.9877,0
5.1319,203.0071,9016.0562,6.6691,340.2542,469.4397,17.3721,78.4628,4.4227,0
9.2216,212.1832,20849.8223,6.2947,412.1674,505.577,17.7383,,4.518,0
5.4851,243.8908,19487.6581,6.941,,462.4713,8.6024,58.1514,3.3026,1
5.3586,145.0295,20638.2761,6.2416,,421.0841,9.2863,56.1407,3.5417,1
5.8339,111.9059,23042.5028,6.3122,266.3504,214.7249,9.6402,66.6531,3.1029,1
5.7232,235.5276,20688.1815,6.2491,258.7767,365.7591,19.8425,63.5747,3.9681,0
7.6726,144.185,19714.5324,8.413,294.7528,444.4131,15.3781,61.5842,4.8604,1
,178.2084,16017.6578,3.8522,,465.0971,7.0072,49.2733,3.883,1
7.4378,182.0693,16570.5252,8.2324,385.6771,379.9854,19.4365,88.9382,4.8831,0
8.011,133.2997,17015.2505,5.7588,331.2625,484.6834,11.9419,64.6595,3.0568,1
6.1869,172.3032,2371.2285,7.7942,,361.0853,9.4634,52.1577,3.6031,1
9.0539,206.8526,6829.6981,8.7509,327.0154,377.2701,16.0195,86.2671,6.0438,0
9.207,226.0777,22471.0066,6.9457,,487.3863,17.8894,,4.4044,0
6.3902,256.3759,22960.3819,4.842,319.362,376.7689,8.3827,67.2545,3.6362,1
7.121,157.4184,9355.7825,7.2905,348.1241,518.6111,12.0291,53.0892,3.9053,1
4.8787,205.0043,24306.3462,7.6903,350.6832,401.565,16.0486,65.7053,4.2938,1
6.3085,231.4804,44714.7086,7.1052,381.9976,434.4168,12.2435,87.1379,4.9579,0
5.3691,226.5523,35872.6571,11.1736,366.9553,556.0747,15.3938,74.8381,4.6559,0
6.8516,189.0639,19015.9418,4.553,267.9055,310.3442,7.0109,62.2699,4.5612,1
7.358,198.3505,12950.2335,5.8746,287.2365,470.6306,15.6022,73.8952,3.5704,1
,203.4324,16448.5088,6.2666,374.8783,405.1149,11.7587,44.0135,4.5419,0
8.02,185.6529,29720.0809,6.2002,309.4053,222.4303,10.9459,62.5548,3.674,1
7.9001,198.4302,14968.1683,10.394,332.1617,297.4871,16.8959,83.813,5.1488,0
8.6195,167.7525,14377.9512,6.8643,353.3926,500.1753,18.6868,105.7496,5.0019,0
5.2828,167.5413,15349.0692,7.5495,,499.8784,18.2617,87.4513,4.9052,0
7.2552,203.191,25443.1265,6.7257,369.7854,564.9877,14.8327,88.0546,3.3353,0
6.0696,148.3437,25265.054,5.884,,368.5263,12.5825,63.3642,3.7043,1
4.437,142.701,15014.3678,10.3408,,345.3466,12.6773,57.0229,4.6305,0
7.4976,197.9819,16593.3729,10.6696,283.9088,492.5362,15.5216,94.7822,4.5747,0
5.4543,223.6909,27316.0171,8.5255,400.0099,491.622,13.6782,73.3185,4.6911,0
8.6083,230.6672,13915.6324,7.7308,279.8212,414.0831,13.7799,75.9892,4.1186,1
8.301,201.1519,19602.0454,9.3229,256.2731,455.8196,13.179,79.9749,5.249,0
5.0708,188.2175,21644.7086,6.7298,344.6084,462.4057,15.4302,58.7176,4.1774,1
3.5247,203.0989,47268.8777,5.9732,315.7389,484.7155,25.3666,54.515,4.6921,0
6.9383,91.0351,18866.4176,7.5507,385.0191,431.6648,20.1165,84.2376,5.4491,0
8.0491,260.9584,24662.0751,8.3727,327.7474,522.1227,19.1486,88.1508,3.8305,0
8.1748,165.951,24352.1738,8.9704,395.4795,238.6482,19.2444,89.9707,5.4003,0
,186.1305,30689.7746,9.7349,311.8152,549.1918,11.6883,64.6539,4.4728,0
9.2324,230.5322,23621.6062,5.4092,324.9632,532.344,11.623,59.1954,2.9034,1
8.8046,173.9149,11433.7955,6.9006,318.2629,468.6145,18.3044,70.2416,5.556,0
6.4805,223.8373,18765.6961,7.4332,244.6048,383.0289,16.3481,68.2184,4.2365,1
8.2776,203.3432,19015.6023,8.0,398.193,490.6672,11.8012,68.5075,3.2196,1
5.5896,166.4932,18492.4755,6.1378,380.8072,533.8812,16.2904,62.6708,4.7258,0
5.8079,214.6129,18752.9749,6.9889,,463.9945,8.3925,60.2612,5.0497,0
5.055,149.8982,16669.7506,6.6227,345.5724,536.2999,10.3606,49.6447,4.0563,1
5.0156,226.2469,21012.5831,9.201,371.1788,445.6868,15.5663,88.4993,4.1151,0
6.8663,168.1976,20520.0386,8.2284,270.7601,349.6988,14.8158,77.0895,4.3077,0
6.819,196.8722,32971.7363,4.7155,331.6806,279.8207,16.2384,43.3199,3.3861,1
,240.6377,12994.1353,9.9274,377.2523,577.8929,16.181,65.8216,5.0172,0
6.9273,193.1031,23106.6048,6.4347,,477.3578,15.6907,73.4983,3.3809,1
9.6396,104.3612,17253.0821,5.3354,283.3755,579.7298,16.6364,65.3884,3.7711,1
7.9758,185.1811,16015.6792,6.6998,,350.1294,13.4755,67.6691,4.4713,1
5.5465,194.3116,26407.8244,8.9188,310.4784,413.1485,16.3775,82.0779,4.3377,0
8.6857,265.719,28480.1559,8.6714,378.4219,417.99,16.8258,60.8233,6.0954,0
5.096,192.4504,23520.089,4.7307,413.3858,330.6571,6.0445,56.7155,3.8323,0
7.6689,178.0728,34217.9161,10.2674,315.552,505.0754,13.9893,75.7131,5.0989,0
6.3919,223.505,14977.3243,5.253,,368.9036,18.1424,48.0163,3.6406,1
6.2565,174.4692,20380.1496,4.0126,316.8787,398.9672,16.9799,65.1101,4.003,1
5.7391,148.8477,24448.1168,5.8349,,381.8297,10.2241,49.6871,2.9806,1
8.4012,183.578,16719.988,5.4245,269.0426,289.1283,6.2536,62.8332,3.6591,1
4.8322,224.3537,12045.5287,8.029,376.7062,485.7993,14.3024,69.171,4.9854,0
5.5397,231.1066,15633.1216,8.0375,292.9337,319.5933,15.929,87.875,3.9473,0
9.0303,194.0198,25323.5994,8.7783,355.4978,448.9437,18.2536,82.211,4.4735,0
7.8931,225.7555,18337.98,5.5018,,438.5119,17.6549,72.2677,2.9078,0
6.854,179.0159,36884.4008,9.9249,273.909,681.3018,19.5574,80.3297,3.6295,0
7.2298,178.3496,28940.3685,8.3009,313.0152,447.5963,9.6217,75.6274,3.4906,1
11.241,206.8879,18220.8568,8.5082,,333.1422,13.2505,93.6038,4.6417,0
7.354,163.6,38135.3208,7.9352,,477.5815,20.2802,84.8424,4.2836,0
6.0842,195.3416,38376.8133,8.39,352.8659,503.5605,16.0914,50.0,3.8807,0
6.8181,196.5041,17742.888,7.6368,,559.3931,20.2101,75.4185,5.7458,0
7.3999,240.3602,10918.5021,7.0348,285.3413,411.5507,14.0297,36.6168,3.1768,1
7.3593,187.6183,18106.0115,7.3308,,364.9098,12.3606,48.0624,5.9353,1
5.4852,164.5433,29972.1278,7.0224,352.4275,366.5261,15.3515,58.3774,5.5238,0
3.5769,226.2873,22162.7853,7.641,301.979,448.5613,13.0849,86.0136,4.3284,0
6.2395,167.944,13940.2148,5.4345,263.6879,323.04,11.9132,48.3291,3.2508,1
,134.7977,22684.6815,6.5594,337.9859,293.1569,14.7292,55.4332,2.6025,1
3.5103,118.6741,34101.6075,9.4081,355.3403,503.5892,16.2604,64.2981,3.6027,0
10.03,240.0699,22853.9427,6.2214,348.7634,505.8569,18.1263,95.5529,4.7841,0
8.8944,179.5809,16153.676,5.9627,340.0389,536.7574,13.1612,53.6096,3.5879,1
,208.9864,23685.1144,5.6201,350.1963,437.8044,12.6122,52.8442,3.8071,0
5.5362,181.3962,4235.3721,6.9009,,375.6853,13.9897,78.2263,2.6406,1
5.8881,220.1336,7129.1619,9.9344,296.6512,431.5102,11.6475,64.6736,5.632,0
10.4922,268.5094,25412.3166,5.7249,341.6238,446.2297,14.7867,,4.2109,0
2.0,249.348,28490.3005,5.3075,,569.1683,14.0132,52.2073,5.0214,0
7.5504,219.8835,22925.4143,7.2092,352.6465,332.2638,9.971,65.4804,2.4343,1
7.3056,205.0456,17259.3214,9.4961,345.6096,607.7396,14.4094,69.8827,5.865,0
7.8058,158.3473,14890.8879,6.205,399.4509,455.7835,11.2043,65.0656,2.4004,1
,212.1838,22458.9419,8.2906,356.3338,459.57,11.6289,78.2047,3.25,0
7.7319,210.7296,31640.5518,8.7684,352.4024,585.3076,17.6285,69.2022,4.2663,0
5.1102,207.227,30846.8134,9.1556,,460.7935,22.5866,50.0,4.1398,0
4.0452,198.1842,30245.2497,8.3465,343.2535,386.5898,17.9687,66.9654,3.7668,0
7.7959,255.9113,35201.4758,5.6097,334.0259,355.0943,14.3145,56.8995,4.0885,0
,124.8147,34837.4232,6.9881,394.2302,445.5435,18.1317,60.3934,4.8839,0
7.2902,197.9935,29359.5543,7.0064,307.8999,384.7513,16.3148,62.5082,3.105,0
,165.7292,9061.6157,7.2368,,293.4502,17.1932,57.2444,5.5954,0
8.6634,251.4944,17334.0531,4.1053,,487.8853,13.1858,46.5597,3.1607,1
6.0615,133.2055,32655.5425,8.1592,323.6275,500.6824,18.7143,71.3631,3.7818,0
7.3889,149.5586,22414.7285,6.3113,285.3007,416.1462,12.0797,69.195,2.8979,1
4.1678,233.4534,39489.4619,6.8236,344.4678,397.3783,21.8975,79.7532,4.2791,0
7.166,154.1643,12616.3784,4.2653,285.1615,378.4257,12.7216,,3.9095,1
5.4272,163.6655,18550.5975,7.2016,323.2539,476.3423,11.263,65.4055,3.9646,0
7.8046,136.7196,28075.8529,4.512,283.4901,438.0063,11.5891,52.4243,3.2935,1
6.5118,146.7197,16080.1114,7.7235,316.2171,498.3885,18.0592,47.1903,4.4689,0
7.3674,191.8026,36545.3834,6.2607,304.3236,317.1443,14.4645,58.7957,3.7393,1
7.5677,231.536,9422.2932,4.7386,309.1115,505.4304,10.3859,57.1767,3.2765,1
7.478,194.2915,14154.8181,3.4338,,312.377,10.402,34.4991,3.4331,1
,227.6742,14081.4453,10.837,382.6536,485.6069,22.1269,98.9693,4.6711,0
,207.2359,35941.7354,7.3719,345.5702,348.6167,13.7421,89.135,6.3617,0
9.1783,192.9833,29722.4848,8.8465,428.3254,382.6648,16.0179,61.672,3.8007,0
7.2068,223.2744,30846.2123,8.0599,345.711,398.791,16.9982,93.4328,3.9592,0
,176.514,11239.3583,8.1335,384.9091,368.3578,15.5472,73.5112,4.9087,0
,162.3303,19822.1113,7.8312,297.4434,450.2244,12.1583,52.2263,4.9438,0
4.5952,256.2936,25275.5047,8.3628,338.5033,519.5627,19.0922,74.2949,3.1008,0
7.9207,228.5229,16466.231,8.9495,305.8756,541.5948,6.5833,67.0863,3.0042,1
